,Reviews,Rating,Company
112,Applied for drug plan through broker. All went well until I received letter saying I had canceled plan. I had not talked with anyone at Humana. My broker was unaware of issue and was told by Humana that I had called to cancel (untrue). They gave a number for me to call and have reinstated. I called and went through detail event and was told they could not help and that I would need to talk with sales. They did connect me to sales and once again I went through the detail. At completion he said he did not cover KY and that I need to wait online for someone to cover my plan options. ,1,Humana
113,"When Tricare switched management companies at the beginning of 2018, I followed every instruction I received to ensure that my health insurance would have a smooth transition. Somehow, there was a missed payment in January. I didn't notice when the payment did not come out of my retirement check, and I did not receive a notification that the payment was missed. In fact, payments via allotment occurred every month after. ",1,Humana
114,"I received a liver transplant in 2014. Humana, at that time covered my rejection meds under part D. Now they have reclassified my meds to be covered under part B, which is costing a $100 more for meds I can't live without. I have wasted countless hours on the phone trying to get an answer why, yet no one could tell me. All they would say is file an appeal, which I did and they turned me down. Then I was told by Humana that I could file a grievance, which I did about 1 month ago. Yesterday, I received a bill from them for $756. They went back all the way to 1/2017 and reclassified all my rejection meds. They billed me extra for meds I HAVE ALREADY PAID FOR!!! I will not be paying them another dime. This bill is their response to the grievance that I filed.",1,Humana
115,"I have the Humana Gold HMO. The plan offers a free dental cleaning once a year as long as you use Humana's dentist in network. Great. So I went to Coast Dental in my area. Got to the dentist and requested the general cleaning but to my surprise Coast Dental would not do the general cleaning unless I paid $150. I walked out. So then I went to another dentist in my network Aspen Dental. After 2 hrs of extensive trays they too would not do a general cleaning only a deep cleaning. For get this they wanted an astonishing $4,000 dollars. Guess what? I walked out. So in the end Humana sucks. I am now looking for another health care provider.",1,Humana
116,"A rep from Humana made an appointment with me to meet me in a public place (Dunkin Donuts) in my town, on a Sat. morn at 10:00 AM to familiarize me w/ Medicare Advantage Plans. He never showed (or called). It was a great inconvenience to me to be in that time, place, and hour. I waited 20+ mins, then went home. If this is how reliable they are, I do not ever want to deal with Humana again and will keep my present Medicare Plan.",1,Humana
117,"I am a Navy Reservist who enrolled in TRICARE Reserve Select when I left Active Duty in 2016. On 06 July 2018 I attempted to switch my primary care provider from Massachusetts to Maryland, because I was moving for work. This is when I discovered I was no longer covered under TRICARE. Humana findings reflect that I was sent notification on 02/07/2018. No such letter notification me. As a result of not receiving this notification, I was out of coverage from 2018-02-01 to 2018-07-05. The reason I failed to notice that I was outside of the 150 grace period, is because I did not seek regular medical care or have any prescriptions and the insurance fee for TRS is less than $50/month, an amount so small, that I did not notice when it no longer came out of my paycheck.",1,Humana
118,"After 30-40 calls I am still nowhere in trying to get $46,000 back from someone who is withdrawing money monthly from my bank account. I am not even a customer. Beware. They can apparently do the same to you.",1,Humana
119,"My wife and I have been members since 2012. I never missed a payment. I'm on auto pay. My wife broke a tooth and we had to pay for it ourself which we assumed we had full coverage. We decided to upgrade our coverage to include major services in case we need it in the future. I called your customer support and recorded the conversation and was told it would be 74.99 a month with no waiting since we had continuous coverage since 2012. I told the gentleman, ""Let me call my wife and see if she wants to pay that and have her call you back."" My wife called 30 minutes after I called and was told she will have to have a 12 month waiting when she told them she has a recording that the person my husband spoke to said no waiting. ",1,Humana
120,"I guess some people find they are OK but my experience has been bad. I had Humana for about a year. Blindly trusting them that they were giving me a good price on Rx. Then a co worker told me about his experience with them and that I should compare prices at the pharmacy without using my Humana Card. Wow, what a difference. I could get some Rx for free that Humana was charging me for. Humana charged me over 7 times what I could get the same Rx for without using them. All the while they are charging me $18.00 a month. I was paying them monthly so they could charge me more than I could get the Rx for at pharmacy regular price. Avoid them unless you want to pay lots more for your Rx.",1,Humana
121,"I am a member of Humana Gold Plus HMO in Florida. I have decided I have had enough. I can't get a Well Woman exam from my gynecologist even though she is in my network because of a referral technicality Humana has not resolved, known as an ""integrated denial notice."" Basically, Humana benefits will state that I can go to my gynecologist for a Well Woman exam, but then later will deny the claim. If Humana sends me an ""integrated denial notice,"" (and good luck finding anyone at Humana who will do that or who even understands what that means -- I don't either), I can visit my gynecologist for a problem BUT she cannot give me a pap smear, even though she is in their list of providers. This is because Humana will refuse to pay for the consult part of the Well Woman exam and I will end up paying it. So yes, I can go see her if I am willing to pay the insane fee for a consult that Humana should be paying.",2,Humana
122,"I have an HMO plan from my employer. Humana couldn't even verify what affiliations were in my network. Every customer service agent tells you different information. The ""Search In Network Provider"" section of the website ""pulls all of the partners with Humana - not just the providers in your network."" That is extremely misleading and untrustworthy. Customer Service explained that I need to call them every single time to verify if a doctor is in my network. But, be expected to get misleading information. I've spent hours trying to figure out every aspect of my network. My medical claims keep disappearing and Humana is unable to find them in their systems. They will report on my account portal for about a week and disappear. I would rather pay out of pocket for insurance than continue with Humana. I will not be returning.",1,Humana
123,"I have been treated for years for a particular medical issue. I’ve suddenly have to prove that I’ve had this issue for at least three months, have at least four or more episodes in a month (on average 15 days a month), have tried their list of alternative drugs (which I can’t take because they’re chemically similar and cause kidney stones), and the kicker is my condition needs to be life threatening before they will consider covering it. Humana has been my insurance company for years. All they have to do is look at my billing records and they would know what I’ve been taking and for how long. I’m very disappointed in this turn of events.",1,Humana
124,"I have been with Humana for over 15 years. Always taken the same meds. Now they barely cover any of my meds. I used to pay about $35 total, now I pay close to $400 a month for my meds. They are a joke. One of my medicines 2 years ago jumped to a $45 copay and then when the generic came out it jumped to $50, now they don’t pay anything at all on it. And these medicines are very common medicines.",1,Humana
125,"Humana Insurance might be good for others but I tell you it is the worst company to deal with for any matter for grievances or anything. They do not budge at all. I myself was set up by a consultant with my witness to sign up for Humana. Now that I had purchased or enrolled in Humana the representative that helped me get in the door with Humana, put me in the wrong category. I wanted an HMO plan but was put on a PPO plan. I like to see my doctor not theirs in the network. There a bunch of cheap doctors that can be found anywhere these days and Humana definitely is not the choice for you! I went to the dentist and was told from my representative that put me on and applied me for. Humana said I would be covered a hundred percent for dental, at that point when going to the dentist I had to pay full price. ",1,Humana
126,"Needed gap coverage. They refused me. I am healthy. They are full of **. Stay away from them. I got 4 different explanations why they cannot accept me. I have two meds I take and they told me because of these meds they have to deny coverage, I told them I have part d. They did not care. GOD BLESS America.",1,Humana
127,"I’m finally able to enjoy retirement and am on a three month road trip. Two weeks into our trip, I received a call from my pharmacy that my blood pressure medication was recalled. So I called my doctor who provided another med. After about a week on the new med, my BP was not getting any lower so I called the doctor who said to double what I was taking. So, I ran out of the med and called the doctor's office for him to call in a refill. ",1,Humana
128,I am a retired WV State Employee. Humana is my designated insurance with Medicare. I have a torn rotator cuff and ligament damage. My orthopedic surgeon after attempting to use physical therapy to correct this problem unsuccessfully has designated surgery for my issue. An MRI has been reviewed by my doctor. The appropriate request has been submitted to Humana Ortho Net. Only half my recommended procedure was approved by Humana. My doctor will not perform half a surgery. Humana does not seem to care about their customer needs. As of now my surgery is on standby until Humana reviews their decision. I am in severe pain and hope Humana assumes their just responsibility.,1,Humana
129,"I made multiple phone calls to Humana customer service and the Walgreens Pharmacy, After receiving poor responses from Humana, I wanted to make this issue visible to other current and perspective Humana customers. I live in NC but often visit family in IL. I take multiple medications daily and sometimes forget to pack one of them. I take a medication for cancer. They are tiny pills that I did not include with my other medications on my last trip. When I realized I did not have the medication, I called my doctor who phoned in a prescription to Walgreens. ",1,Humana
130,"This is absolutely the worst health insurance company I've ever dealt with. They are worthless, sending now claims that I paid, back in January, and denying them, because of ""an error,"" are you kidding me? 240.00 at the Syracuse Eye Center with a Ph.D., an excellent optometrist, highly recommended. Now they're denying it because of an ""error""? Really? I've had nothing but trouble with them... hours on the phone with ""customer service,"" in foreign countries... get nowhere, but cause me more grief and misery.",1,Humana
131,"Worse insurance company, useless and impossible to cancel. Have been trying to cancel my dental insurance with them as I have not been able utilize any benefits since I signed up with them years ago. They don't allow you to cancel online and when you call them, you have to speak to a customer service representative. Except they are always closed so I have not been able to reach one.",1,Humana
132,4 weeks ago I got an email from Humana. One of their supervisors alerting me that I had a check for reimbursement from the dental plan that I have with them. They have the wrong address so we straightened that out and when the right address is posted supposedly they were mailing the check. Well I've never gotten the check. The supervisor stop taking my emails Humana. When I went into the corporate website started emailing say they were going to look into it. Well it's been exactly five weeks no check have not lived up to what they said they were going to do and all I said to them every month they take out their premium. Wherever I'm at this company does not follow up with what they say.,1,Humana
133,"My husband had a liver transplant on April 19th 2014. We had to pay 3,000.00 out of pocket expenses for pre opp treatment to get on the transplant list. But when transplant became available it did not cost us one penny. Humana paid us traveling and hotel expense to and from Dr but since transplant they're not wanting to pay anymore because UAB is out-of-network. He has so see transplant doctors for up to 10 years. Wish they would pay per what the policy states.",3,Humana
134,My doctor's office Palm Humana for a pre-authorization for three shots in my shoulder. We received a pre-authorization number and approval. After first shot Humana said they would not pay for any of it. After authorizing the shots. Humana has discriminated against me because of my education and my mental capacity. They lied to me every time I talk to them. Do not do not use Humana!!!,1,Humana
135,Dentist never received their money. They tell you lies. They refused to pay the bill. They promise they are paying it since they errored by telling us our dentist was in network. 11 calls later with checks were promised. They continue to blow you off. Do not... I repeat do not use their dental plan. Their customer service is horrific! I have names and dates.,1,Humana
136,"After retiring I chose Humana's Medicare Advantage plan, I chose the plan that included dental and vision, and pay an extra $22 a month to upgrade the dental plan over what was included with the Humana Medicare Advantage plan. Before going to the dentist for my first semi-annual cleaning, I logged in to Humana's website and checked my coverage, it showed that I was covered for cleaning, two times a year, and x-rays, one time a year, 100%, in or out of network. ",1,Humana
137,"I have to change insurance companies (MCO), reason being, my provider hasn't gotten paid for last year's dental cleaning. I've had this insurance since October of 2015. They've paid for the 2 prior years of cleanings and this year I've been receiving calls from my provider saying that they've repeatedly called and submitted claims for the last cleaning which was in Oct. 2017. The first claim was denied, they've been given different reasons as to why. Depending on who answers I called repeatedly with no satisfaction. Now there are 3 claims submitted and pending from my provider because they kept claiming that they didn't receive them, which now I know they have and I need to wait a week or 2 to see if they're going to pay it. Every time I call they say I need to wait to see if it's approved. I'm allowed 1 cleaning a year. This is ridiculous, it's been 8 months now since my last cleaning and I don't want to go through this again.",1,Humana
138,"Humana Mail Order - We did not approve overnight delivery, nor did we agree to pay $17. I have called and called and have been transferred around and on hold for hours to get it reversed. I know these calls are RECORDED and I am tempted to file a case with Consumer Affairs. It's the principle.",1,Humana
139,"Within a month of signing up for Humana’s managed healthcare I regretted it. I knew this was an HMO but I was not given correct information at the get go and what that meant in the round with Medicare. I have had HMO plans through my past employers and never had any issues, even after Obamacare came in. As someone recently retired and just now using Medicare I was unfamiliar with some of the terms. While I realize that is not Humana’s problem they have been much less than helpful. While I knew this was an HMO I was not given correct information at the get go and what that meant in the Medicare arena.",1,Humana
140,I switched to Humana from Blue Cross PPO this year after asking my GP what he recommended. It looks good that there are zero payments but I have found the hard way my co-pays are huge. And example: I use the ** to treat a knee surgery. It’s a generic drug that I paid about five dollars a tube when I was with Blue Cross Medicare. Humana would not let me get the ** and was forcing me to buy the name brand $50 a tube. My pharmacy and my doctor appealed that decision and Humana came back with $45 per tube. I have found that Humana rejects almost everything the first time it’s submitted. ,2,Humana
141,Should find better agent to communicate with customers. This time I needed help to find doctor's list on the net and was connected to the agent with a loud water running noise in the background. So he hung up on me when I told him that the loud water running was interfered in the conversation to the point that he could hardly hear my answer. Could not find the provider with good reviews. Will consider change to a difference insurance next year.,1,Humana
142,My mother is in a nursing home and it's towards the end of her life. They want to send her to rehab so she can walk again. It to extend her life a little longer but Humana has denied that because the end result will still be the same. So they don't want to spend any money putting her to rehab because she still going to die in the end and I think that's pretty crappy. So they denied her paying for the rehab through the hospital which might have made it possible for her to walk and stay in her home a little longer before the end of her life. I don't think they should have the right to deny her rehab when it could help even though the end result will be the same. So just know when you're going to die they might not want to sink any more money into you because in the end isn't that what it's all about the money? Humana you should be ashamed.,1,Humana
143,Every month they take premiums out of my bank account. Then come to find out that I have no insurance. It was cancelled due to non payment. So I call. They tell me it's taken care of. Then low and behold the following month it's the same thing. Only this month when I call they tell me I did not pay for 4 months. I have the bank statement proving that I did. I faxed those in to them. They say they have no idea where the money went. Never had a problem before they changed to Humana. Total nightmare. The military SHOULD NOT be treated this way!!!,1,Humana
144,"This ""managed care"" is a scam. We have no choice because everything must be ""in their network"". Translation: doctors with whom they have referral agreements. So if you've been under the treatment of a Dr for 30 yrs & he's not in the network, you're starting all over w/ someone new. Also, I needed emergency retinal surgery which they delayed for 2 days for authorization reasons. My sight hasn't been the same since. I’m suing them.",1,Humana
145,"Had to call multiples times for the same issues with medicine, was in Process but no medicine, new Prescription but no medicine and no real resolution.",3,Humana
146,I find it rather curious that Humana Health Ins. (HMO) pulled out of Florida at the end of 2017 and strangely they claim they never received my final December payment and canceled my insurance leaving me with 7000.00 in unpaid medical bills. My payments the entire year were sent out via auto bill payment from my bank as was the last payment. The payment was sent to the same address as all the others however this payment was sent back to the bank by the post office as not deliverable. And by the time I called I was notified and called Humana my policy was canceled. I appealed thru their channels but it was not accepted.,1,Humana
147,"Can't say one thing good about this plan and if you have their prescription coverage also... You're just screwed. It is the worst drug plan site ever devised. You don't pay a premium for this plan and there is a reason why. You get nothing for it. I pray I can stay healthy until the end of the year so I can get away from this plan. Their medications are filled for 3 months and the day you get it you better start the refill request so you can get your medications by the time needed. I am still waiting for medications I ordered on April 9th!!! And forget calling. You get some uneducated moron who will say, ""I can help"", listens to your problem then just passes you off. If you need a doctor's refill authorization forget it. Last one took my doctor's office nurse 4 times talking to those idiots to get the refill done. AVOID AT ALL COSTS. Probably no use complaining to Medicare. This plan seems just want Trump would want for seniors, will kill us off faster.",1,Humana
148,"I was charged twice for my insurance premium. I was first told they would expedite the return, but that it could take up to 30 days. After 30 days, I called again and was told that it takes up for 45 for me to get the refund. They have already take out the next month's premium. I call on day 44 to be told that it will take another 5-7 days to get the refund.",1,Humana
149,"Wow, where to begin! Tricare recently switched from Health Net to Humana (In the East Region). All the problems started after this. Health Net paid claims on time; their reimbursement rates were excellent, the customer service representatives were knowledgeable, etc. I rarely had to call them. Now, all that has changed. I’ve only had Humana since the Tricare change - 1/1/18. Since then, I’ve had to call them multiple times for inconsistent copay amounts due on identical claims; they had ZERO explanation for the discrepancies. I still don’t know what the correct co-pay amount is. I’ve received multiple bills from providers asking me to contact them because they still haven’t been paid. I currently have two hospital bills that I’ve not only had to call Humana about, but I’ve had to reassure the hospitals that per Humana “The claims were still in process.” ",1,Humana
150,"long waits, to rudeness, and not answering certified mail. Not have they told me that my PCP was not on my coverage, they disallowed a bill from my dentist for and annual exam, stating that I did not have coverage. My PCP was on listed on my Humana card, and my dental coverage was paid in full prior to the effective date. It took me over 60 hours of phone calls and letters to straighten their errors. I could go on and on for hours about the problems that they have created through no fault of my own. They don't deserve the one star rating, that I gave them. It should be a zero.",1,Humana
151,"HUMANA FRAUD. Recently acquired a plan with Humana, it is called Dsave. DO NOT BUY. It is a SCAM!!! This plan is not an insurance policy as such, it is a simple discount card that when you decide to use it, The service provider do not accept it, the provider may or may not accept it. It's buying a lottery ticket, so absurd, that simple. Go to the Humana website and look for the providers that appear on your list, when you call, the list is not updated, because the people you serve do not know that plan. Next step, call customer service.",1,Humana
152,"I had started calling Humana in Oct '16 saying I'm noticing a double draft on my account going back almost a year. Since then, it's been a battle of misinformation. My refund of overage charges has either not been sent for approval because the rep didn't know to send it, told me to go to my bank and get my statements for those years since they had no record of double drafting me, my refund had not been processed by the supervisor for an unknown delay, multiple operators not making note of my calls. Yesterday, I called checking in on the status when it was promised it was ""this time"" being sent for approval (this was on 4/13 and to be cleared in 2-3 business days). It was never sent up the chain for approval, I told the operator I needed confirmation today and for her to call me back with it.",1,Humana
153,I have had broken neck and broken back since 2000 my neck and 2007 my back in 3 places. I have my nerves cauterized every year and have found quality of life in the last year-and-a-half after 11 years of hell. In January I started with Humana HMO and have had nothing but pure hell four and a half months now. Firstly they have blocked my phone number. I've tried to call in for four and a half months and it tells me to enter a 17 digit. I have never received and it will not accept my phone calls.,1,Humana
154,"Most of those who take the initial clinical information are downright rude! No please, no thank you. The last lady I spoke to sounded something like this: ""NAME! ID! TAX ID NUMBER! WHY IS HE THERE?"" Horrible customer service! You have to repeat the same information over and over - each new contact sounds like they have no record of the previous call. The person I regularly review with is awesome. But, those other people need some classes on phone etiquette. Remember, Humana, everyone who calls your business is a customer! Please treat us as such.",1,Humana
155,"This is not what we were promised when we signed to spend our adult life serving our country. Tricare Military Retiree insurance was good under Health Net Services, but that all changed without notice a few months ago. We were notified that there was going to be a change to Tricare as far as who it fell under, but not the drastic increases in all coverage fees and that's IF you can find a Dr. or Hospital that will accept your insurance. All Dr.'s and Hospitals are dropping the insurance and you have to drive 40 min or more to find a specialist who will still accept it. The fees have doubled, tripled and quadrupled depending on the service you need. All fees have drastically increased. This is not what I was told I'd have when I retired. ",1,Humana
156,I spoke with a CSR on 4/4/2018 and was helped by Peter **. He was very knowledgeable and very helpful directing me to the correct dept to pay for my Humana bill at Humana Pharmacy. I was very impressed by Peter and am grateful I had someone on the phone who knew his depts. Thank you.,5,Humana
157,"We have TriCare Prime Remote and Humana is our new insurance company this year. So far our experience has not been acceptable. I have an incurable chronic illness that I need treatment for every three months from my neurologist. My referral to the neurologist is good for one year and it was renewed in September of 2017. I saw my neurologist in December for the treatment and was referred to another neurologist because my old one was retiring. The referral was approved and I went to my new neurologist in January for a consultation. Humana paid for that consult and for my treatment in December. My treatment was to be March 26th, 2018. I got a call from the neurologist's office (3 days before my appointment) telling me that they cannot do my treatment because they have tried several times to contact Humana for approval and have not gotten a response. ",1,Humana
158,"My girlfriend is on permanent disability due to nerve damage in her legs. She has been on ** for over 10 years for the pain. When she first went on disability she was placed on Medicaid. She was then forced to go on Medicare and a private insurance. The private insurance she had to take was Humana. When she signed up she was guaranteed that there would be no problems with any of her medicines. Then Humana informed her they would not pay for her **, since it was not on their approved medicines list. So they forced her to take a drug called **, which no pharmacy in our area can get. Then she was told she had to go on Humana's mail order drug list, and they would send it to her in 7 days. Then after the 7 days and no medication, she called Humana and they told her that she needs prior authorization from her doctor, for a drug they are forcing her to take, and that her doctor does not want her to take. ",1,Humana
159,"Retired military since 1982. For me Tricare For Life managed by Wisconsin Physicians Services is wonderful. Never had a problem. But wife and children on Humana, is horrible. (Tricare Prime) Humana searches diligently for every possible excuse to deny our claims. Often have to seek help from local congressman to file claims. Result is loss of scarce funds for 100% VA combat disabled veteran. It is a disgrace!",1,Humana
160,"The pharmacy gap period eats a hole in your monthly income when it is a set income. Which makes it hard for us to take care of both monthly Rxs and other monthly expenses, therefore something is going to go lacking, usually Rxs drugs.",4,Humana
161,"Humana tried to start coverage the day after my daughter was born. And that first day is really expensive. It took about 20 phone calls to correct that little ""mistake"".",2,Humana
162,I have just joined Humana last year and this company is the best one that I have come across as far as getting things done and the coverage. The company out there cares for the patients in making sure that you get the right proper care. They do not treat you like a number.,5,Humana
163,"I hated this insurance company. They never wanted to help a person get the right care, always tried to discourage you from getting help. I had breast cancer in 2009 and had to fight to get my supplies.",1,Humana
164,"I’m very displeased with my Humana Part D prescription plan. I have been on the same prescription for 15 years through my work, Blue Cross. Now that I’ve turned 65 and changed to Humana they are denying my prescription! First they charged me 4 times as much, and I went ahead and paid because I needed it, the next week I received a letter from them saying they were denying and canceling that prescription! I called and got a robot like person to speak to and got nowhere. What a ripoff!",1,Humana
165,"Have had this insurance for almost 6 years. Premiums good, not high out of pocket co-pay, excellent drug coverage. All my drugs which are generic are 0 pay from Humana pharmacy and free shipping. I CHECK EACH YEAR AND ALWAYS STAY WITH HUMANA. IT SEEMS NO CAN BEAT THEIR PRICES AND DRUG COVERAGE FOR 0 PAY.",5,Humana
166,"Great customer service, pleasant, willing to listen and explain the best place to order my medicine from. Would stay with them only they no longer give the best cost value for me.",5,Humana
167,"My good health has resulted in very little need for insurance coverage. When coverage was needed, Humana provided it without any problems. When my primary care physician reported that she was leaving Humana (she retired soon thereafter) it was not difficult to find another very good physician who continues my use of Humana.",5,Humana
168,The HMO has good selection of doctors and hospitals. I use a PA and can usually get in easily and have no trouble being referred if needed. Have had coverage for several years and plan to continue with Humana.,5,Humana
169,Humana is ONLY IN IT FOR THEMSELVES!!! They cover NOTHING and it is EXTREMELY difficult to discuss anything with customer service.,1,Humana
170,They do not tell you about the $30 per specialist. The prices are terrible. Outraged still. I now have a credit bureau problem... Customer service is also rude. Very bad experience.,2,Humana
171,"Humana has been great! They are diligent about checking to see if I have any additional needs. They make follow up calls. I have had no problems with referrals and only 1 prescription, which was easily substituted. I have nothing negative to say about Humana!! It is ALL good!",5,Humana
172,They have been very cooperative with all my health care needs especially since I started dialysis last Sept. 2016. I also like the way they remind me when a prescription is ready to refill.,4,Humana
173,Minimal involvement with company other than submitting claims. Physicians probably billing up to the max allowed even if the visit is not Necessary. Not different from other insurance plans.,3,Humana
174,I have had good results with Humana for the past few years so continued with them this year. Co-pay went down on Doctors and I have had cataract surgery both eyes and a knee operation in the past. All were paid thru Humana with no problem. Personal phone calls also were helpful.,5,Humana
175,I am going to be a member. I love the coverage. It all sounds and what I needed. I am glad I choose this plan. It all sounded great. I need dental teeth all kinds of things done for me and I am just waiting for January 1st to be here for the vision and dental plan and go to the gym.,4,Humana
176,"I, fortunately, have not had to use the health insurance much this past year, however the few times I have use Humana the whole experience has been fine. As with all of health insurance providers, the coverage is not as good as one would like and we end up paying for a good deal of the services out of pocket.",4,Humana
177,Humana will work with you on the phone or email chat. They are great to help you out when ask a question about coverage or a claim. They are great about paying for your drugs through their online Humana pharmacy.,5,Humana
178,"I recently joined Humana as a Medicare Provider. The salesperson suggested a Primary Care Physician by name. After I agreed, I called that doctor's office to set an appointment for my annual physical. I was informed by the doctor's rep that I would need to go online and pay a $199.00 fee to become a member of their medical group. They informed me that Humana would not cover this fee. I called Humana to complain. They took a statement and gave me a complaint number and stated that they would get back to me. ",1,Humana
179,"My experience with Humana was good. They send reports almost daily, wish it was less often, just as comprehensive. Nice job! Have not had to call them after 3 years. That says a lot.",4,Humana
180,"I got Humana Dental HMO Insurance a few months ago. The Humana website listed a dentist I chose as a provider so I call and confirmed they accepted my insurance. They told me to call Humana to have it set up prior to my appt. Humana said they were not one of my providers and they gave me the names of 2 dentists, one local and one 99 miles away. So I go onto the website listed on the back of my insurance card which is not the Humana website and it only lists those same 2 dentists. I go to my dentist appt anyway and dentist office looks at my insurance card and confirms they accept it but when they call Humana, they are also told they aren't on the list of in networks providers. ",1,Humana
181,From day Humana gave me a hard time over everything. It was like I was trying to cheat them or something. My primary care doctor was cancelled in June. Coverage of some of my Rx's were cancelled or amended as of Jan 1st. I could not in all good conscience recommend this company to my worst enemy. Avoid them with all due haste.,1,Humana
182,I am enrolled in Humana Medicare through my Kentucky retirement program. They pay the monthly premium and retirees do not have a choice in the selection of the supplemental carrier. I am very surprised by the quality of service! Humana has never been a carrier I have much regard for.,4,Humana
183,"It's not enough coverage for a person that's disable and on a low income budget. Not good dental coverage, not good health coverage, not good vision coverage.",2,Humana
184,They have a decent customer service. Every Customer Service Rep I have talk to has always been polite and helpful. Humana is pretty good at problem solving bills and getting you the info you need to solve any problem.,4,Humana
185,"When I was Medicare subsidized they were great. In now choosing my own plan, I found them kinda limited on plans and a little pricey. I did choose a new plan with another company so we'LL see how the new one stacks up.",4,Humana
186,Everyone has been so helpful. I'm grateful to the women helping me to make my illnesses less unbearable. It's a bit overwhelming on my end with no support or help.,5,Humana
187,"I admit it. I fell for those Medicare Advantage commercials, so I signed on with Humana. I spent over an hour on the phone speaking with three different representatives all of whom assured me that certain providers and services I rely on would be covered. They weren't. Humana also said that original Medicare would cover my co-pays. They don't. They also promised that I'd have lower medical bills. My bills are higher. I've had nothing but problems from day one. They have refused virtually every procedure my doctors have ordered and even kicked me out of a psychiatric hospital before I was ready to leave and against the head psychiatrist's advice. I'd give Humana zero stars were it possible.",1,Humana
188,"Humana Gold Plus HMO (Medicare Advantage plan) - Did not show in their book that this is an open HMO for Texas. When primary care doctor tried to get a referral to a specialist in network, Humana said the Dr. Was not in network. However, they told me he was. When Dr specialist tried to confirm my new ID card, Humana verified the old card doctor which I never enrolled at annual enrollment thru link on medicare.gov. Changing doctor again and did it online thru my Humana.com application thru my phone but the primary doctor does not change. Depends on who you talk to it can take anywhere from 3-10 days to upload the new doctor on the MyHumana. Initially I was told it would take one month. ",1,Humana
189,I work for DHS. We do not get state disability taken out but we should because the government just charges us more federal taxes anyway. Humana had Representatives come to our health fair and offer the short term disability plans. The best plan costs more and you were supposed to get 2400 a month if you ever hurt yourself outside of work. I had been paying on my plan for over a year and this past New Year’s Eve 2017 I slip and fell down a flight of stairs after I got off work. I have faxed over 100 documents in the past month 1/2 to Humana because they keep stating that their email doesn’t work properly. I have spent so much money on faxing and they keep giving me the runaround. ,1,Humana
190,"The customer service employees are uneducated, inept and frankly could complicate a 2 car funeral. The pharmacy apparently can't read prescriptions, fails to fill them in a timely manner and you end up out of medication and they don't care. It's just tough. It's quite frightening that a company like this can operate. I looked everywhere for Plan D reviews and all I got was professional bloggers' opinions. It took me 30 minutes to find a place to offer this review to hopefully save someone else from the horrific experience I've had with this plan.",1,Humana
191,"It looks like Humana is trying to get rid of us older folks, one at a time. I was hospitalized twice in the last 3 months and my husband once. He also had to go to the ER on one occasion. In these 4 visits to our in network hospital, not one single bill has been paid correctly as of today. I wrote a letter of complaint to both Humana and Medicare 2 months ago and never heard back. On the first 2 hospital stays both had problems with billing. Humana was saying several of the doctors were out of network. I called the company that the doctors worked for and they confirmed they are in Humana's network. However, they and Humana refuse to correct the bill. So now both of us have bills that are processed as out of network when they should have been processed as in network. Sort of a gotcha by Humana. They will come up with any type of excuse to try and get out of paying for your hospital stays.",1,Humana
192,"I am a 65 year old, married male with over 30 years experience in vocational rehabilitation, and, a Certified Vocational Evaluation Specialist. I open with these facts as I do paid, professional evaluation of people and services. Humana Gold HMO is not even close to a bronze plan. They have seemingly used subterfuge to deny me numerous pharmacy claims. ",1,Humana
193,"I am so fed up with Humana, they offer very few cardiologists in our area. One group, Daytona Heart Group! Three years ago they kept doing ablations on my husband, but he had a mitral valve leak! We kept fighting and finally got open heart surgery done out of network. We thought we were done with AFIB but he has it again, after three years. We should have never signed up with Humana again. I called them the first part of Feb and asked if we could go back to PPO rather than HMO but they wouldn’t let us. I asked if we could switch insurance companies altogether. They said no. We are forced to use Daytona Heart Group again.",1,Humana
194,"I am forced to have Humana or no Medicare Advantage, next year will be straight up Medicare. I worked so hard just to get a referral to a specialist and only to have Humana decline the claim... I called them. They said, ""Oh our mistake but it will take 30 days to correct."" I filed a complaint with Medicare and they then jumped into high gear and said they had it fixed... They paid the two bills already claimed and then declined the other two. They tell me it may have been because of a wrong number on the bill or ""Who Knows""... The CSR people are polite but worthless in knowledge and authority. I am in the process of making another complaint to Medicare and calling my Senators to report this fraudulent company. They need to be run out of business.",1,Humana
195,"On a whim, I looked up ""Humana complaints"" on Google today. Now I know I am not alone... what a surprise that everyone is having the same problems! Refusal to pay claims, changing PCPs without telling me. In one year, I have had 5 supposed PCPs, only one of which I have ever seen before they left the system. Their list of doctors on their website changes daily. They keep trying to give me a doctor that is nowhere near where I live, or I show up to a doctor I have been assigned to and they say they are not taking any new patients. I broke my foot in a busy crosswalk in September. Bystanders wanted to call an ambulance for me, but I told them I would prefer to go the office where my doctor was... and I know emergency rooms and ambulances are very expensive. A marvelous stranger helped me to their car and took me to the Dr.'s office which provided a wheelchair for me to get into the office. ",1,Humana
196,I've had a good experience with Humana. Wish the dental coverage was better though. They only allowed 2 cleanings and nothing else. But overall it's been a great company to work with. Always recommending them to my friends.,5,Humana
